text	label
Dosadan je , dakle i zato je i loš a sva moguća akcija i neki dobri trenuci , strpani su u zadnjoj trećini filma .	0
Pa dajte im šokantnu scenu koja će ih prikovati za sjedala , znojnih i drhtavih ruku čvrsto stisnutih na rukohvatima .	3
Samostalne borbe superjunaka , njihove kratke unutarnje borbe i , naravno , vrhunac koji je bio posve strašan , no ipak je pokazao malo iznenađujuće smiješnog trenutka ( nemojte propustiti taj dio ) .	2
Kako su mogli spasiti bilo koga na zemlji ?	1
Cloud Atlas se oslanja na činjenicu da svi znamo kako izgleda Tom Hanks ili Halle Berry .	1
Oni su uključivali Leon ( Brion James – 48 Hours , Tango & Cash etc ) , Zhora ( Joanna Cassidy – Who Framed Roger Rabbit , Chain Reaction etc ) i Pris ( Daryl Hannah – Splash , Kill Bill etc ) .	1
U smislu posebnih efekata filma , mislim da je bio iznenađujuće dobar za film bez vrlo visokog proračuna .	2
Mislim da je mlada glumačka ekipa sjajno odradila svoj posao .	2
Godina : 2017	1
Uglavnom su u pitanju amateri , koji iza sebe nemaju glumačku karijeru .	0
Sve u vezi s ovom serijom koja prkosi žanru propušta samopouzdanje i karizmu , pomažući im odlični nastupi iz dva glavna lika ove serije .	3
Drugi je američki film o filmu koji će se pojaviti na FX-u .	1
Jyn adolescentica zarobljena u vozilu s ostalim zarobljenicima .	1
Prije svega , ona treba testove kako bi zadovoljila svoju ovisnost o piluli .	1
Sretno promatranje !	2
Trust upotrebljava podijeljeni ekran i montaže kako bi vizualno prikazali zanimljive stvari i duhovnost sedamdesetih godina .	2
Sve u svemu , mislim da je ovaj film prilično zabavan s nekim zaista intenzivnim trenucima tijekom posljednje trećine .	2
Ovako smo ostavljeni uskraćeni za potencijalno epsku završnicu koja bi ” The Night Of ” upakovala u nešto najbolje iz 2016 . godine što smo mogli gledati na tv-u .	1
E , pa ima i lošije od lošeg , ima i bolje od dobrog , ima odlično , ima Paris Hilton gluma , ima Meryl Streep gluma , a ima i ono kad je neko dobar , ali se trudi previše pa djeluje napadno ali se ne može svrstati tamo na listi gdje su Paris Hilton i Sofia Coppola u trećem Kumu .	1
Jedna od tih borbi je borba Konga s ogromnom hobotnicom , a uzbudljiva borba je i kad se bori protiv ogromnog guštera .	2
Također mislim da je Tom Hardy prilično uvjerljiv igrajući ulogu ispranog neuspjelog novinara ( s njegovim izgledom je izgledao veoma nizak , čak i na način na koji je hodao ) , a i njegovu interakciju s Venomom , što je prilično nevjerojatno .	2
Ovaj animirani nastavak je idealna stvar za porodicu , šalje divne poruke a na vizualnom nivou niko mu ne može naći zamjerke .	2
Studeni 2016 .	1
Ovaj film je nominiram u 5 kategorija za Oskara ali u onim za tehnička dostignuća .	1
Godina : 2019	1
U međuvremenu su se Burned Ones počeli pojavljivati u blizini Alfea , ugrožavajući svima živote .	0
) Larsa von Triera možete ili voljeti ili mrziti , ali ravnodušnim vas sigurno neće ostaviti .	3
Snow Globe Killer	1
I na imdb.com je rezultat od 8,8 / 10 i rangiran # 57 na popisu “ Top 250 TV ” .	1
Redatelj : Sam Esmail	1
Godina 2017	1
Glavne uloge : Charlize Theron , Rooney Mara , Matthew McConaughey	1
Dosta toga u filmu ispunjava ove moje , upravo postavljene kriterije , meni su lično najbolji bili Tina Fey i Ty Burell , no svo ostalo šarenilo , muzičke numere , koreografije i scene akcije , po mom mišljenju , samo su dokaz kiča , pretjerano loših ideja i realizacije istih .	0
Prošle sezone bilo je velikog govora o zlu kapitalizma , i ove sezone Elliott se fokusira na religiji .	1
Jedini član posade čija uloga nije toliko parodična jeste Jason Statham , kao Lee Christmas .	1
Nesumnjivo je da su ‘ Igre Gladi ’ još od prvog dijela izazvale veliku pažnju , u nebesa vinuli zvijezde iz filma , zgrnuli lovu i trljali ruke , očekujući još tri nastavka .	3
Titlovan Trailer :	1
Sve odgovore pronađite u ovom filmu s neizvjesnim radnjama .	1
Captain America : Civil War ( 2016 )	1
Žanr : Akcija , Avantura , Krimi	1
Labirint Lijek smrti je počeo nekoliko mjeseci nakon događaja Maze Runner : The Scorch Trials , gdje su Gladers predvodili Thomas ( Dylan O ’ Brien – American Assassin , Teen Wolf TV series i sl . )	1
Budući da je osoba koja je tek shvatila da je vila , Bloom je imala poteškoća s prilagodbom u svom novom životu .	1
Trajanje filma : 01 : 27 : 00	1
Uz spomenute glavne sukobe nekoliko je različitih veza i problema koji svoje vrijeme imaju u središtu pozornosti tijekom cijele sezone .	1
Čak je i razvoj karaktera Jeri Hogarth bio dosadan , osim krajnjih prizora u finalu koji je bio prilično super .	3
Glavne uloge : Nicholas Braun , Mackenzie Davis , Josh Fadem	1
A ono što mi se svidjelo je to što , u usporedbi s mnogim drugim suvremenim superherojskim pričama , nije zabrinut što je grubo , utemeljeno ili pretjerano ozbiljno .	2
10 .	1
LAVIRINT LEK SMRTI	1
U redu , suočimo se .	1
Uz to dolaze zla i glasine .	0
No , kako nisam veliki obožavatelj korištenja 3D naočala , nisam imao za cilj to vidjeti u kazalištu s takvim učinkom .	1
Dakle , ako očekujete kul Freudov biograf , to definitivno nije opcija .	1
Akcioni niz nije bio suviše čest i bio je film za tinejdžere , nije bilo nasilnih scena .	1
Danas , ovaj kišni i tmurni dan , ubio se za gledanje filma pa sam to iskoristio da pogledam ovaj treći dio ‘ Plaćenika ’ .	1
Iako ga ne bi nazvali remek dijelom u stilu Pixara , ovaj film će sigurno biti u stanju da zabavi djecu i odrasle , a usput šalje zaista inspirativnu poruku koja je zaista prikladna za današnje geo političke situacije u svijetu .	3
Uzbuna na Zelenom Vrhu ( 2017 )	1
I željeni bandit Hector ( Rodrigo Santoro – Ben-Hur remake , Focus itd . ) .	1
Sada je imao prilično miran život , provodio je vrijeme sa svojom kćerkom i izgradio poslove sigurnosti sa svojom suprugom Luisom ( Michael Peña – 12 Strong , CHiPs i sl . ) .	2
Datum izlaska : 17 .	1
Čini se međutim da je to ujedno i jedina vrednost ovog filma , ali nas to sigurno neće sprečiti da se vrhunski zabavimo gledajući ga .	3
Glavni junak upoznat je s konceptom koji se naziva vremenska inverzija , u kojem se predmeti ili ljudi mogu kretati unatrag kroz vrijeme .	1
Isto tako , film neodoljivo podsjeća na akcioni sci-fi spetkakl iz 2012 . godine , sa Willisom , Levittom i Emily Blunt , ” Looper ” .	1
Šta ako postoje drugi svjetovi ; Niz alternativnih dimenzija koje zajedno djeluju u nekom obliku .	1
S obzirom da u zadnjih par dana ničeg novog apsolutno nije bilo da se pogleda , morao sam čekati dok nešto novo nije iskrslo .	1
On nije toliko lijep kao “ Las Vegas ” , ali i dalje je dosta šarmantan zahvaljujući interakciji između MacLaine i Lange .	3
Ispričan retrospektivno , “ Peti val ” u centar neobičnih dešavanja širom svijeta , gdje vanzemaljci vrše invaziju na našu planetu , stavlja mladu tinejdžerku Cassie koja prvo gubi majku , pa oca i onda ostaje sama da se bori protiv nesreće koja ih je zadesila te kako bi spasila mlađeg brata .	1
Ovih dana najavili su nastavak ovog filma iako je doživio fantastičan pad u očima svih , kritičara i publike i na kino blagajnama tako da je to jedna veoma veoma loša odluka jer sumnjam da će neko biti toliko radoznao da vidi koliko će nastavak biti loš .	0
Nije bilo drugačijeg načina nego ovaj da započnem recenziju o petom dijelu ove , nekoć popularne animirane franšize .	1
Uz nekoliko glatkih kamera , lijepo izvedenih izmjena i realističnog vodjenja postupka .	2
To daje dojam da je proizvodni tim uistinu bio zabrinut za prijem priče , imajući na umu sve pojedinosti .	2
Sada , ako tražite seriju koja uključuje tamnu tajni i neke zastrašujuće slike sa samo 10 epizoda po sezoni , onda bi to bila savršena opcija .	2
Titlovan Trailer Filma :	1
Žanr : Avantura , Misterija , SF	2
Manijak	1
Projekt : Titan ( 2018 )	1
Siromašni fanovi supeherojskih filmova koji ga nisu mogli pogledati u kinu i studenti koji prate filmove ali radije bi da sačuvaju malo para za hranu nego da ih potroše na kartu , imali su sreće da relativno kvalitetna snimka filma procuri na internet .	2
Ove propuste koje sam spomenuo , to ukazuje samo na jedno ; da su neke dijelove zbrzali , čisto da dođu do kraja i da najave nastavak , a i da prikažu neizostavni kameo Stan Lee-a , ali sve u svemu , šarenoliko , maštovito i zabavno i prava uživancija za čitavu porodicu .	2
Dok neki mogu naricati otkazivanje Futurame ili The Simpsons ‘ masivni pad u kvaliteti , razočaranje dolazi ravno iz vrata sa svježim likovima i idejama .	3
Što je bilo iznenađujuće s obzirom na to da je vrlo popularan i visoko ocijenjen i sada , ali pretpostavljam da je popularnost nije bili posljedica tempa , već više prema jedinstvenoj priči i dobrim specijalnim efektima u to doba .	3
Rampage : Totalni kaos ( 2018 )	1
Tvoj izbor .	1
Ocjena Serije : 4 / 5	1
Uzimajući u obzir činjenicu da je Jim Halpert iz The Office na čelu , rekli bismo da su ga prikovali .	1
” The Martian ” , ‘ The Walk ” ili ” Spectre ” ?	1
Zemlja : SAD	1
Međutim , do kraja 6 . epizoda , bilo bi neizvjesno do vrhunca u 8 . epizodi .	1
Godina : 2017	1
Aliens , Shrek 2 , Madagascar 3 ) su reditelji filma i ovaj film je odrađen u suradnji sa scenaristima koji stoje iza filmova ” This is Us ” , ” Superbad ” itd .	1
Sedam stranaca budi se u hotelskim sobama , ne znajući gdje su niti kako su tu dospjeli .	1
Producent : Joon-ho Bong , Jon Ronson	1
Prikazuje se od Juna 2019 . god .	1
Godina : 2017	1
Wilson radi fantastičan posao uravnotežujući zbunjenost svog lika sa željom da ga se voli i o njemu brine , a svojim nastupom otkriva nježniju stranu koja se rijetko prikazuje .	2
Trajanje filma : 01 : 45 : 00	1
Žanr : Avantura , SF , Triler	1
Nakon intenzivnog istraživanja , proizvodnja je odlučila snimati u napuštenoj poslovnoj zgradi .	1
Pretjeruje sa sa manjom one prave dobro poznate akcije iz ranijih dijelova , neki glumci su preglumili svoje uloge , pretjeruje sa sa karakterizacijom zlikovaca , odnosno ovih ljudoždera čudovišta a uskraćeni smo za neka objašnjenja koja samim tim oduzimaju ovom filmu ljepotu i kvalitet i ne dozivaju nostalgiju kod gledatelja .	0
Zato sve što se odnosi na Supermana , bilo da se radi o filmu ili prilagodbi TV serije , volio bih saznati .	1
Priča nije potpuno bacanje , ali mogla bi se poslužiti nekim finim podešavanjem s obzirom na to da zauzima puno vremena Godzille i Konga .	1
Međutim , ako ste hardcore fan kojeg uopće nije briga o priči i samo želite vidjeti one posebne specijalne efekte i nevjer ojatnog Optimus Prime u akciji , onda biste ovo definitivno trebali pogledati .	1
Trailer Filma :	1
Jedan neobični neboder u kojem mnogi žele živjeti pretvara se u pakao kada životi stanara odjednom počnu da se isprepliću .	1
Ocjena : 7 / 10	1
U ovom trenutku jedini ljudi koji mogu slobodno živjeti poput ptica su oni koji imaju imunitet na virus tj . koji su označeni žutom narukvicom .	1
Umjesto da se usredotočite na kuhare i njihovu pozadinu , Chaoshan Cuisine je sve o hrani i učenje o povijesti svake dodaje obrazovni preokret na ovo , dajući joj prednost nad drugim programima kuhanja kao što je ovaj .	1
War for the Planet of the Apes	1
Nisam siguran je li se film samo usredotočio na IMAX i da zato nije imao dobar sistem zvuka .	0
‘ Gospodar Prstenova ’ , ne samo da su bili vrhunski filmovi i filmovi koji su bili toliko uspješni i popularni , nego su ostavili pečat za sva vremena na karijere onih koji su učestvovali u snimanju , ali i pečat na američku kinematografiju .	2
Sve odgovore pronađite u ovom zabavnom akcijskom filmu znanstvene fantastike .	1
Početkom 2017 vidjeli smo premijeru “ Sneaky Pete ” , nove Amazon serije .	1
Iako imaju različite pristupe , njih dvoje moraju naučiti ostaviti neprijateljstvo iza sebe i raditi zajedno u ime sigurnosti Sjedinjenih Država .	1
Trajanje filma : 01 : 00 : 00	1
Pored ove zavzrlame , u još mnogo kategorija bit će mnogo gusto i napeto , ali vjerovatno će uzbudljivu atmosferu ugasiti voditeljski posao Chrisa Rocka .	3
Prije par godina imali smo mnogo aktivniju , dinamičniju , mnogo zabavniju i šareniju obradu o četiri fantastična junaka koja nije bila savršena ali je daleko bolja od ovoga što je trebalo biti ozbiljno , nositi dozu misterije sa sobom i mračnu atmosferu koja bi ga vinula u nebesa i koja bi mu donijela nezaboravnu slavu za nešto što je uspio uraditi a drugima nije pošlo za rukom .	3
Ocjena na IMDb.com mu je zavidnih 7 / 10 a na Tomatoesima malih 48% .	3
Redatelj : Alejandro González Iñárritu	1
Njegova naklonost i narodnost cine ga dobrim za taj dio , iako ni on ni Patton Oswalt koji igra njegovog partnera imaju tu kvalitetu , koju biste očekivali od nekoga tko upravlja ovakvom firmom .	1
Iako još uvijek volim prvu sezonu , 2 . sezona “ Sneaky Pete ” i dalje je sjajna sezona .	2
Nakon lošeg početka , pojavio se Alan i tračak nade i istraživanje o tome koje mane ličnosti može doprinijeti neprilikama i Nadiji i Alanovoj nevolji , ali se naposljetku njihova rezolucija osjećala žurno i nezapaženo od krajnjih kredita i ostavila osjećaj , a ne zadovoljstvo .	0
Dackarda u istraživanjima podržava miran i hladan časnik Gaff ( Edward James Olmos – Battlestar Galactica and Miami Vice TV Series etc ) .	1
Takva činjenica navodi na zaključak da je fabula zapravo potpomugnuta poznatošću glumaca , a to je velika mana .	0
Ocjena na IMDb.com mu je solidnih 6,7 / 10 a na Tomatoesima 35% .	1
Dok Elliot nikada u potpunosti nije siguran u sebe .	0
Njihove glumačke izvedbe nose cijelu seriju , a u paru s fantastičnom Laurom Dern i Zoe Kravitz , te muškim dijelom u Alexanderu Skarsgardu i Adamu Scottu – producenti i mreža se mogu pohvaliti kako imaju jednu od najboljih glumačkih postava trenutno na televiziji .	2
U određenim trenucima bilo mi je dosadno ( mislim da mi je trebalo dva tjedna da je završim ) .	0
Činilo se da zna dobra Castle-a , uključujući i njegov prethodni angažman kao pripadnika specijalnih snaga u Kandaharu , u Afganistanu , pod uputama operatora CIA-e poznatog kao Agent Orange ( Paul Schulze – Rambo ( 2008 verzija ) , 24 TV serije i sl .	1
Sljedeći je bio Simon Asher ( Tate Ellington – Remember Me , Sinister 2 etc ) koji je namjerno fotofrafisao kako ljubi čovjeka , a zatim je napustio Quanticu .	0
Kako bi seriju učinili realnom , tvorci su angažirali nekoliko profesionalnih savjetnika , uključujući jednog od najpoznatijih bivših svjetskih prvaka u šahu Garryja Kasparova .	1
Stanovnici Illinoisa Eva i Maddie su najbolji prijateljice već 40 godina .	1
U slučaju da se pitate , bilo je 1 srednjoročne kreditne scene i 1 post-kraj kreditne scene .	1
Specijalni efekti bili su prilično pristojni , a ne pravi spektakularni tip koji je bio razumljiv s obzirom na to da je to bio film s malim proračunom .	1
Ovaj film treba da dobije kultni status , a dok ne dobije , za mene će biti “ Misery ” za nove generancije koji dovodi nova bića u naizgled poznatu priču .	2
Slijed akcija ovdje nije bio onoliko koliko bih se nadao , ali kad god bi se pokazali , bili su prilično nevjerojatni .	3
Nakon što su primili grupu misterioznih poruka i veoma čudnu mapu , grupa prijatelja se odlučuje krenuti u avanturu kako bi zadnju noć svojih prijateljstava proveli zajedno .	1
Hype !	1
Danny Rand ( Finn Jones – Game of Thrones TV series ) je izgubio nasljednika velikih korporativnih tvrtki Rand .	0
7 .	1
To može samo rezultirati razočaranošću gledaoca i jednoj simboličnoj malo ocjeni .	0
Ipak , ovo je manja zamjerka u onome što je inače vrlo ugodnih i zanimljivih pet epizoda radnje .	3
Možda se neki i ne usude da ga pogledaju jer ima velike sličnosti sa mega-hit filmom sa Will Smithom ‘ Ja , Robot ’ , jer isti je koncept i dosta sličnih elemenata ima , ali možda nekog zaintriga možda ova , nešto kao španska verzija filma o kojem upravo pričam .	1
Uz pomoć Charlieovog susjeda Memo ( Jorge Lendeborg Jr .	1
Drastičnu promenu u ovom filmu , zapazili smo kod Hulk-a .	1
Meni se lično , od svih pojava na ekranu , najviše dojmile uloga Zimskog Ratnike , i Robin odnosno Cobie , koju svi znamo iz serije HIMYM , a sve ostalo je , manje više , iscenirarno i vještačko .	3
Kada nema ničeg novog , pristajem na bilo šta .	1
Sa svojim partnerom Charlieom ( Colm Feore – Jack Ryan : Shadow Recruit , House of Cards TV series i sl .	1
A Dog ’ s Purpose ( 2017 )	1
Glass ( Samuel L . Jackson – The Hitman ’ s Bodyguard , razni Marvel filmovi itd . )	1
Imao je prilično stabilan tempo , ne previše sporo , ali ne tako brzo i to nije bio puni akcijski film , iako je njegov niz akcija u velikoj mjeri urađen , osobito tijekom scena borbe kapetana Marvela koje su pokazale neke dobre poteze od Brie Larson .	3
Jedina veza ovih ubojstava bila je prisutnost tajanstvene Djevojke ( Amanda Seyfried – Red Riding Hood , Mamma Mia !	0
Možda je još ostalo nešto što sam htio reći ali sam na izmaku snaga pa ću u zaključku još samo dodati da je riječ o najboljem filmu u 2015oj za sada i jednom od najboljih akcionih filmova svih vremena .	2
Postoje mnogi filmovi koji imaju zanimljivu pozadinsku priču od one koju govore na ekranu .	1
Imamo tu standardnu postavu ali opet vrijednu gledanja koja će biti utočište onima koji traže zabavu i dobru krimu priču , ali ovo previše ” standardno ” postaje toliko prožvakano i na kraju ispljunuto da na u finalu , film nije ispao ono za šta sam se nadao da će biti .	3
Reditelj filma je Craig Zobel , koji iza sebe ima kvalitetnu i uznemirujuću priču pod nazivom ‘ Compliance ’ . Film je zaradio tek 58 hiljada dolara u Americi .	1
Titlovan Trailer Filma Glass :	1
U kinima od : 4 August 2017 ( USA )	1
Nažalost , ostali likovi nisu imali dovoljno vremena na ekranu i osjećali su se nerazvijenim , posebice Lady Jane .	0
Također je dobar izgled , s često hladnom plavom bojom koja daje seriji hladan i jeziv osjećaj .	1
I od svih 15 epizoda , bilo je samo 1 ili 2 epizode koje su imale dio istraživanja .	1
Trajanje filma : 01 : 59 : 00	1
U redu , iskreno je ova serija je izgledala da ima mnogo glumaca i malo je teško pratiti u ranom dijelu .	0
Jednog dana došao je novi pacijent pod imenom Sydney Barret ( Rachel Keller ) .	1
Većina sekundarnih likova nije iskorištena , nedostaje im , kontekstualizacija .	0
No , iako se ta serija fokusirala na to kako osigurati da se duh / duša može prebaciti na bolje mjesto , ova zapravo nije pokazala taj dio , plus bio je kombiniran s elementom rješavanja misterija .	0
Žanr : Animirani , Avantura	1
Ovo izgleda kao film sa idejom , ciljem i radnjom , ali zapravo 80ak minuta teče u ništa , ne ide u nikakvom pravcu , dakle , bez konkretne je radnje i smisla , ali eto popularnost je stekao na osnovu kastinga i odličnih referenci na svijet muzike i društvenih mreža i zbog simpatičnih i smiješnih likova koji su itekako dopadljivi .	3
Glavne uloge : Emma Watson , Karen Gillan , Tom Hanks	1
Little Big Man 1970	1
Prošao on nezapaženo ili ne , oni koji odluče da odvoje malo svog vremena i ” opaze ” ga , mislim da se neće pokajati jer film jednostavno ima taj neki recept , koji , ko što bi rekli susjedi hrvati , ” šljaka ” .	2
Slično kao i hakirana verzija CBS-a The Standa CBS-a , ovaj “ stilski ” pokušaj preuređivanja priče iz niza uzrokuje da su vremenske crte iz 1977 . i 1980 . godine potpuno suvišne .	0
Trajanje Epizode : 48 min	1
Sve u svemu , mislim da je to dobra akcijska thriller serija .	2
Stvari su se također zakomplicirale pojavljivanjem misteriozne mlade žene koju je Bode nazivao dobrostojećom damom ( Laysla De Oliveira ) koja se zanimala za ove ključeve .	1
Glavne uloge : Joseph Gordon-Levitt , Ben Kingsley , Charlotte Le Bon	1
Datum izlaska : 2014 .	1
Prijeđimo na zanimljiviji dio .	1
Sada imamo zapadni zaplet .	1
” Kung Fu Panda ” kao franšiza , počela je davne 2008 .	1
Redatelj : Noah Hawley	1
Možete li oprostiti protagonistima za njihove postupke ?	1
Srbija 29.03.2018 .	1
Priča koja uključuje agenta FBI-a koja je izgledala kao da je uokvirena za bombaški napad u New Yorku , izgledala je zanimljivo .	1
U ovakvoj situaciji je jasno da gluma ne može biti na naročito visokom nivou .	0
Trajanje filma : 01 : 45 : 00	1
Posvećujući duge sate svom poslu , na kraju je dobila posao gdje radi kao prijevodilac Seon-Gyeoma , koji se događa otprilike u trenutku kad je napustio sport .	1
Tvoj izbor .	1
Međutim , kako je priča napredovala i došao sam do finala , shvatio sam da je tvorac serije ( Howard Overman – tvorac serijala poput Vexeda , Dirka Gentlyja i mnogih drugih ) želio ovu učiniti dugotrajnim zbog završetka koji je sugerirao neke moguće priče koje bi mogli razviti u budućim sezonama ( ako ih odluče obnoviti ) .	1
Žanr : Animirani , Komedija , Obiteljski	1
Zaradili su preko 73 miliona na budžet od 33 miliona .	1
koji su htjeli uhvatiti Bumblebee .	1
Također sam osjećao da je za TV seriju , akcijski dio učinjen vrlo ozbiljno .	0
) .	1
Redatelj Rupert Wyatt koji je prethodno režirao Rise of the Planet of the Apes učinio je dobar posao u pružanju odličnog završetka , unatoč ranom pomalo sporim tempom .	2
Nema ni podataka o zaradi , i sumnjam da će biti , jer zbog problema oko datuma izlaska i toga da film ugleda svjetlo dana , mislim da će biti teško da se dočepa kina .	0
Kretao se vrlo sporo , a nažalost već mi je prilično dosadio nakon prvih 20 ili 25 minuta .	0
Ogromni Graboidi koji su u potrazi za ljudskim mesom , ponovo se vraćaju , čak smrtonosniji nego prije i terorizirat će stanovnike Južnoafričkog rezervata iz zemlje i sa površine .	1
Razočaravajuće je dakle što je bio samo to .	0
Titlovan Trailer Filma Alita : Anđeo borbe :	1
Kong : Skull Island	1
Osim tih zabavnih interakcija i lijepe svjetlosne priće , film nije bio vrsta punih akcijskih scena .	1
Trajanje filma : 02 : 16 : 00	1
Počeo je s Archie Andrews ( KJ Apa – A Dog ’ s Purpose itd . )	1
Ocjena na IMDbcom mu je solidnih 6,4 / 10 a na Tomatoesima zavidnih 81% .	1
Zahvaljujući ovoj samosvijesti , Ready Player One i njegovi junaci razlikuju se od drugih .	1
Žanr : Akcija , Avantura , Komedija	1
Odlična je bila i Jessica Chastain , ali i njena mlađa verzija Mackenzie Foy , no ne mogu a da ne spomenem i Anne Hathaway , Matt Damona ali i Cassey Afflecka i Michaela Cainea , što znači da je ekipa filma i više nego srčano bila unijeta u čitav projekt .	2
Budući da je fokus bio na Neregulatorima , Holmes je ovdje bio jednako sporedan lik , pa bi publika trebala upravljati očekivanjima da ga redovito gleda kako pruža rješavanje slučajeva .	1
Sretno gledajući ! !	2
Pričanje priče bilo je lako pratiti s naglaskom uglavnom na Bethinu borbu od djetinjstva , do tinejdžerskih godina i kasnije u ranoj odrasloj dobi .	2
Ako ste gledali vrlo popularnu seriju pod nazivom Castle , gdje se romano pisac udružio s detektivom za ubojstva , onda biste se definitivno složili s mojim mišljenjem da ima toliko sličnosti .	1
U isto vrijeme , iz budućnosti je poslana i ženska pojačana humka zvana Grace ( Mackenzie Davis – Tully , Halt i Catch Fire TV serija itd . )	1
Sve u svemu ovo je bio film isključivo za zabavu .	2
Trajanje filma : 01 : 52 : 00	1
Redatelj : Alex Garland	1
Ali on ne ide na put pretvaranja njegovog prekomjernog samopouzdanja koje ga pretvara u nevjerojatnog idiota , ali pokazuje da je to njegov nedostatak .	0
Trailer Serije :	1
Žanr : Horror , Mystery , Sci-Fi	1
Hilary Swank je podjednako impresivna kao Gail , posvećena majka koju neće ništa zaustaviti da spasi svoga sina ; puno vremena , ona se pojavljuje u teškim situacijama , jer se razumno plaši za njezinog sina .	2
Trajanje filma : 01 : 33 : 00	1
Usprkos tome , film je bio dobar početak .	2
Kakve su uloge bile Viviane i Edmund Burtona , koji je imao ulogu smiješnog kombirajućeg robotskog kombija .	1
koji nas je također predstavio glavnim likovima osim sebe .	1
Titlovan Trailer :	1
Malo su shvatili da kad se Courtney vratila , počela je vidjeti stvari iz svoje prošlosti .	1
Snimio je onaj krupni , ali elegantan “ Peaky ” njuh koji je do sada bio u svim godišnjim dobima .	2
Pomalo pojednostavljen u dijelu priče i prekratko trajanje .	0
Ne mislim da je dovoljno sigurno za djecu jer postoji kratka zastrašujuća sekvenca i scene prikladnije za zreliju publiku .	1
Nisam baš siguran koliko je film za djecu a možda će vam sam trejler sve objasniti odnosno pokazati da film sasvim vješto barata vuglarnostima i lascivnim trenucima nimalo pogodnim za ‘ obiteljsko filmsko veče ’	1
Lupin je dobro napisan pljačkaški triler koji je usvojio ime Arsene Lupine i izvrnuo ga tako da odgovara modernoj publici .	2
Titlovan Trailer Filma :	1
Ocjena na IMDb.com mu je zavidnih 8,3 / 10 pa završava na 134 . mjestu IMDb-ove ljestvice .	2
Nekada ste nestrpljivi jer ne možete dočekati da odgledate vaš omiljeni film koji treba izaći u kina .	1
Nije prvi put da gledam neku mini-seriju ; ” And Then There Were None ” je bio moj prvi susret sa ovom vrstom tv-projekta , a riječ je o najnovijoj ekranizaciji krimi romana Agate Kristi ” Deset malih crnaca ” .	1
Godina 2015	1
Luke Scott je reditelj filma i ovo mu je debitantsko ostvarenje , s tim da je producent filma čuveni Ridley Scott ( vjerovatno ovaj ovom dođe amidža ) , a film se nije proslavio sa zaradom jer je na 8 miliona dolara budžeta , zaradio malo jače od 8 miliona u kinima .	3
Sa zaštitnim znakom Netflix na kraju , Spinning Out može vratiti drugu sezonu , ali hoće li brojke o gledanosti to opravdati ili ne , ostaje za vidjeti .	3
Film je dakle baziran na istoimenoj knjizi i radnja se odvija uporedo , kako na Marsu tako i na Zemlji .	1
Producent : Chad Hodge ( screenplay by ) , Alexandra Bracken	1
Uglavnom su akcije bile prikazane usporeno ili putem CCTV snimanja .	1
No svejedno , ovo je jedna jaka i intrigirajuća priča koja će slabo koga ostaviti nezadovoljnim i ukoliko ste fan ovih kratkih serija , mislim da ovoj trebate pružiti šansu .	2
Nisam shvatio da je Swamp Thing portretirala druga osoba sve dok nisam provjerio više detalja na glumi , ali pomislio sam kako je on strašan .	1
Za sada nema podataka o zaradi ovog filma a ni o budžetu , i sumnjam da će biti .	1
U takvim trenucima , dovoljno je reći da ovo nije film za svakoga .	1
Hype je bio na razini kao i gledanost , ali uvijek se mogu cuti komentari da je film eventualno solidan ( barem bolji od tri prethodna nastavka ) pa do komentara da je užasan .	3
IMDB Ocjena Filma : 5.2 / 10	1
Žanr : Komedija | Krimi | Drama | Recenzija Serije	1
B i H 26.01.2017	1
Ocjena Serije 4 / 5	1
Umjesto toga , to je klasična priča o ljudskoj prirodi i tjera nas da postavimo ovo pitanje : Što biste učinili da ste na Williamovom mjestu ?	1
Danas je trend je da su crtani ( animirani ) filmovi zanimljivi djeci i odraslima .	2
Redatelj : Luc Besson	1
Njegova žena ima komplekse , pokušava ostati moderna žena sa osmjehom na licu a njegovi se sinovi nimalo ne slažu .	1
I on je sam svjestan toga i čini grotesknu notu .	1
TV SERIES Tom Clancy ’ s Jack Ryan ( Seasons 1 ) 2018 Recenzija Serije	1
Zato oni ovo vrijeme nazivaju jednom od raskrsnica života , no meni sve nekako i dalje djeluje bezperspektivno , tako da ja vrijeme traćim , između svega ostalog , i gledajući filmove .	0
Trolovi su još jedan u nizu animiranih filmova nastalih prema igračkama i proizvodima sto je postao trend koji je poceo Lego , pa onda Angry Birdsima , a nastavit ce se sljedece god .	1
Iako sam film mogao pogledati još nekad početkom oktobra kada se premijerno prikazivao na Viennale Film Festivalu , pođem ja da kupim kartu veoma povoljnu i prc – karte rasprodate .	1
Bilo je nekoliko iznenađujućih zaokreta i zastrašujuće vibracije Sixth Sensea .	2
Iako njihovo vrijeme na ekranu nije bilo toliko , još uvijek su mogli pružiti smijeh za nas publiku .	2
Redatelj : Ron Clements , John Musker , Don Hall	1
A što bi bila Tu Sigu uloga ?	1
Reditelj filma je Dean Isrealite kojem je ovo filmski debi , a sprema nam , nadamo se uspješnu obradu Power Rangersa .	1
Ova serija je drama i to u nekim trenutcima malo teza drama , s dosta misterije .	1
Nije loš i nije za bacanje , definitivno , ali mislim da je u trenucima neozbiljno shvatio tematiku kojom se bavi i nije nam donio toliko akcije i dinamičnosti kako smo se nadali .	3
